,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,new_antecedents,new_consequents
271,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.009218289085545723,0.0011061946902654867,0.75,81.36,1.0,0.0010925983936791361,3.9631268436578173,0.9891678975873954,0.11538461538461539,0.7476739858578341,0.435,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH']
272,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})","frozenset({'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['AMERICAN COCKTAILS' 'AMERICAN DRY GINS']
273,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})","frozenset({'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",0.0011061946902654867,0.0029498525073746312,0.0011061946902654867,1.0,339.0,1.0,0.0011029315790847625,inf,0.9981543004798819,0.375,1.0,0.6875,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['SINGLE MALT SCOTCH' 'AMERICAN DRY GINS']
274,"frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.005162241887905605,0.0011061946902654867,1.0,193.71428571428572,1.0,0.0011004842456992195,inf,0.9959394610557403,0.21428571428571427,1.0,0.6071428571428571,['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['BLENDED WHISKIES' 'AMERICAN COCKTAILS']
275,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.003687315634218289,0.0011061946902654867,1.0,271.2,1.0,0.0011021158012895814,inf,0.9974160206718345,0.3,1.0,0.65,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['BLENDED WHISKIES' 'SINGLE MALT SCOTCH']
276,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})","frozenset({'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",0.0011061946902654867,0.0018436578171091445,0.0011061946902654867,1.0,542.4,1.0,0.001104155245777534,inf,0.9992617201919527,0.6,1.0,0.8,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH'],['BLENDED WHISKIES' 'AMERICAN DRY GINS']
277,"frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.008112094395280236,0.0011061946902654867,1.0,123.27272727272728,1.0,0.0010972211345184953,inf,0.9929863418235512,0.13636363636363635,1.0,0.5681818181818181,['BLENDED WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'AMERICAN COCKTAILS']
278,"frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.0055309734513274336,0.0011061946902654867,0.75,135.6,1.0,0.0010980369123136764,3.97787610619469,0.9940915805022157,0.1875,0.7486095661846496,0.475,['BLENDED WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH']
279,"frozenset({'AMERICAN COCKTAILS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})","frozenset({'CANADIAN WHISKIES', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.00331858407079646,0.0011061946902654867,0.75,226.0,1.0,0.0011013000234944006,3.9867256637168142,0.997045790251108,0.3,0.7491675915649278,0.5416666666666666,['AMERICAN COCKTAILS' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['CANADIAN WHISKIES' 'AMERICAN DRY GINS']
280,"frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'BLENDED WHISKIES']
281,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES'
 'AMERICAN DRY GINS']",['AMERICAN COCKTAILS']
282,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,"['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'
 'AMERICAN DRY GINS']",['STRAIGHT BOURBON WHISKIES']
283,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES'
 'AMERICAN COCKTAILS']",['AMERICAN DRY GINS']
284,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS'
 'AMERICAN DRY GINS']",['BLENDED WHISKIES']
285,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,"['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'
 'AMERICAN DRY GINS']",['CANADIAN WHISKIES']
286,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS'})",0.0014749262536873156,0.009587020648967551,0.0011061946902654867,0.75,78.23076923076923,1.0,0.001092054541815682,3.96165191740413,0.9886755292959133,0.1111111111111111,0.7475800446760983,0.4326923076923077,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS']
287,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",0.0011061946902654867,0.006268436578171091,0.0011061946902654867,1.0,159.52941176470588,1.0,0.001099260579006448,inf,0.9948320413436693,0.17647058823529413,1.0,0.5882352941176471,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS']
288,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",0.0014749262536873156,0.005162241887905605,0.0011061946902654867,0.75,145.28571428571428,1.0,0.0010985807641771303,3.9793510324483776,0.9945839487936976,0.2,0.748702742772424,0.48214285714285715,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS'],['BLENDED WHISKIES' 'AMERICAN COCKTAILS']
289,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES'})",0.0011061946902654867,0.004056047197640118,0.0011061946902654867,1.0,246.54545454545456,1.0,0.001101707912391991,inf,0.9970468807678109,0.2727272727272727,1.0,0.6363636363636364,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES']
290,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS'})",0.0014749262536873156,0.008112094395280236,0.0011061946902654867,0.75,92.45454545454545,1.0,0.0010942299492694982,3.967551622418879,0.9906450024618416,0.13043478260869565,0.7479553903345725,0.4431818181818182,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'AMERICAN COCKTAILS']
291,"frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES'})",0.0014749262536873156,0.008112094395280236,0.0011061946902654867,0.75,92.45454545454545,1.0,0.0010942299492694982,3.967551622418879,0.9906450024618416,0.13043478260869565,0.7479553903345725,0.4431818181818182,['BLENDED WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES']
292,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})","frozenset({'CANADIAN WHISKIES', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.00331858407079646,0.0011061946902654867,0.75,226.0,1.0,0.0011013000234944006,3.9867256637168142,0.997045790251108,0.3,0.7491675915649278,0.5416666666666666,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['CANADIAN WHISKIES' 'AMERICAN DRY GINS']
293,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES'})",0.0011061946902654867,0.004424778761061947,0.0011061946902654867,1.0,226.0,1.0,0.0011013000234944006,inf,0.9966777408637875,0.25,1.0,0.625,['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'BLENDED WHISKIES']
294,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297,"['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['AMERICAN COCKTAILS']
295,"frozenset({'AMERICAN COCKTAILS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,"['AMERICAN COCKTAILS' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['STRAIGHT BOURBON WHISKIES']
296,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265,"['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'
 'AMERICAN DRY GINS']",['SINGLE MALT SCOTCH']
297,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731,"['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'BLENDED WHISKIES'
 'SINGLE MALT SCOTCH']",['AMERICAN DRY GINS']
298,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,"['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['BLENDED WHISKIES']
299,"frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.009587020648967551,0.0011061946902654867,1.0,104.3076923076923,1.0,0.0010955895789281332,inf,0.9915097822074567,0.11538461538461539,1.0,0.5576923076923077,['BLENDED WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS']
300,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.009218289085545723,0.0011061946902654867,0.75,81.36,1.0,0.0010925983936791361,3.9631268436578173,0.9891678975873954,0.11538461538461539,0.7476739858578341,0.435,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH']
301,"frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.00663716814159292,0.0011061946902654867,0.75,113.0,1.0,0.0010964053567233142,3.9734513274336285,0.9926144756277696,0.15789473684210525,0.7483296213808464,0.4583333333333333,['BLENDED WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH']
302,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})","frozenset({'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['AMERICAN COCKTAILS' 'AMERICAN DRY GINS']
303,"frozenset({'AMERICAN COCKTAILS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.006268436578171091,0.0011061946902654867,0.75,119.64705882352942,1.0,0.0010969492085867684,3.9749262536873156,0.9931068439192517,0.16666666666666666,0.7484230055658627,0.4632352941176471,['AMERICAN COCKTAILS' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS']
304,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})","frozenset({'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.0029498525073746312,0.0011061946902654867,0.75,254.25,1.0,0.0011018438753578545,3.9882005899705013,0.9975381585425899,0.3333333333333333,0.7492603550295858,0.5625,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['SINGLE MALT SCOTCH' 'AMERICAN DRY GINS']
305,"frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.005162241887905605,0.0011061946902654867,1.0,193.71428571428572,1.0,0.0011004842456992195,inf,0.9959394610557403,0.21428571428571427,1.0,0.6071428571428571,['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['BLENDED WHISKIES' 'AMERICAN COCKTAILS']
306,"frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES'})",0.0014749262536873156,0.004056047197640118,0.0011061946902654867,0.75,184.9090909090909,1.0,0.0011002123197674924,3.9837758112094397,0.9960610536681438,0.25,0.7489818585708997,0.5113636363636364,['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES']
307,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.003687315634218289,0.0011061946902654867,1.0,271.2,1.0,0.0011021158012895814,inf,0.9974160206718345,0.3,1.0,0.65,['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['BLENDED WHISKIES' 'SINGLE MALT SCOTCH']
308,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['AMERICAN COCKTAILS']
309,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,"['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['STRAIGHT BOURBON WHISKIES']
310,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS'
 'AMERICAN DRY GINS']",['SINGLE MALT SCOTCH']
311,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS'
 'SINGLE MALT SCOTCH']",['AMERICAN DRY GINS']
312,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,"['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH'
 'AMERICAN DRY GINS']",['CANADIAN WHISKIES']
313,"frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.009587020648967551,0.0011061946902654867,1.0,104.3076923076923,1.0,0.0010955895789281332,inf,0.9915097822074567,0.11538461538461539,1.0,0.5576923076923077,['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS']
314,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.009218289085545723,0.0011061946902654867,0.75,81.36,1.0,0.0010925983936791361,3.9631268436578173,0.9891678975873954,0.11538461538461539,0.7476739858578341,0.435,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH']
315,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.00663716814159292,0.0011061946902654867,1.0,150.66666666666666,1.0,0.0010988526901088574,inf,0.9944629014396457,0.16666666666666666,1.0,0.5833333333333334,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH']
316,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH'})","frozenset({'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH'],['AMERICAN COCKTAILS' 'AMERICAN DRY GINS']
317,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",0.0011061946902654867,0.006268436578171091,0.0011061946902654867,1.0,159.52941176470588,1.0,0.001099260579006448,inf,0.9948320413436693,0.17647058823529413,1.0,0.5882352941176471,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH'],['STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS']
318,"frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS'})",0.0011061946902654867,0.008112094395280236,0.0011061946902654867,1.0,123.27272727272728,1.0,0.0010972211345184953,inf,0.9929863418235512,0.13636363636363635,1.0,0.5681818181818181,['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'AMERICAN COCKTAILS']
319,"frozenset({'AMERICAN COCKTAILS', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES'})",0.0014749262536873156,0.008112094395280236,0.0011061946902654867,0.75,92.45454545454545,1.0,0.0010942299492694982,3.967551622418879,0.9906450024618416,0.13043478260869565,0.7479553903345725,0.4431818181818182,['AMERICAN COCKTAILS' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES']
320,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.0055309734513274336,0.0011061946902654867,1.0,180.8,1.0,0.001100076356801629,inf,0.9955703211517166,0.2,1.0,0.6,['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH']
321,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297,"['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES'
 'SINGLE MALT SCOTCH']",['AMERICAN COCKTAILS']
